utc, local, unixts, general/nodata/time, activity/lying+sitting/time, activity/upright_stand/time, activity/upright_sporadic_walk/time, activity/upright_walk/time, activity/upright_run/time, activity/cycling/time, activity/sit2stand/count, activity/steps/count, activity/steps2/count
2021-10-23T14:45:00.000000Z, 2021-10-23T16:45:00.000000+02:00, 1635000300000, 0.00, 13.89, 0.09, 0.56, 0.46, 0.00, 0.00, 1.00, 30.70, 12.00
2021-10-23T15:00:00.000000Z, 2021-10-23T17:00:00.000000+02:00, 1635001200000, 0.00, 7.32, 2.50, 3.61, 1.57, 0.00, 0.00, 1.00, 113.00, 78.00
2021-10-23T15:15:00.000000Z, 2021-10-23T17:15:00.000000+02:00, 1635002100000, 0.00, 0.09, 5.65, 5.93, 3.33, 0.00, 0.00, 1.00, 283.00, 128.00
2021-10-23T15:30:00.000000Z, 2021-10-23T17:30:00.000000+02:00, 1635003000000, 0.00, 11.57, 0.46, 1.85, 1.11, 0.00, 0.00, 0.00, 109.70, 40.00
2021-10-23T15:45:00.000000Z, 2021-10-23T17:45:00.000000+02:00, 1635003900000, 0.00, 1.85, 1.39, 5.00, 6.76, 0.00, 0.00, 2.00, 668.90, 108.00
2021-10-23T16:00:00.000000Z, 2021-10-23T18:00:00.000000+02:00, 1635004800000, 0.00, 11.27, 0.00, 1.68, 2.05, 0.00, 0.00, 1.00, 189.20, 36.00
2021-10-23T16:15:00.000000Z, 2021-10-23T18:15:00.000000+02:00, 1635005700000, 0.00, 10.19, 1.76, 1.48, 1.57, 0.00, 0.00, 4.00, 158.00, 32.00
2021-10-23T16:30:00.000000Z, 2021-10-23T18:30:00.000000+02:00, 1635006600000, 0.00, 10.19, 1.30, 1.94, 1.57, 0.00, 0.00, 5.00, 152.10, 42.00
2021-10-23T16:45:00.000000Z, 2021-10-23T18:45:00.000000+02:00, 1635007500000, 0.00, 3.43, 5.28, 2.78, 3.52, 0.00, 0.00, 1.00, 318.20, 60.00
2021-10-23T17:00:00.000000Z, 2021-10-23T19:00:00.000000+02:00, 1635008400000, 0.00, 12.13, 0.28, 0.83, 1.67, 0.09, 0.00, 2.00, 127.20, 18.00
2021-10-23T17:15:00.000000Z, 2021-10-23T19:15:00.000000+02:00, 1635009300000, 0.00, 14.63, 0.00, 0.18, 0.18, 0.00, 0.00, 2.00, 7.30, 4.00
2021-10-23T17:30:00.000000Z, 2021-10-23T19:30:00.000000+02:00, 1635010200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2021-10-23T17:45:00.000000Z, 2021-10-23T19:45:00.000000+02:00, 1635011100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T18:00:00.000000Z, 2021-10-23T20:00:00.000000+02:00, 1635012000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T18:15:00.000000Z, 2021-10-23T20:15:00.000000+02:00, 1635012900000, 0.00, 14.26, 0.00, 0.09, 0.65, 0.00, 0.00, 2.00, 65.40, 2.00
2021-10-23T18:30:00.000000Z, 2021-10-23T20:30:00.000000+02:00, 1635013800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T18:45:00.000000Z, 2021-10-23T20:45:00.000000+02:00, 1635014700000, 0.00, 6.85, 2.87, 2.22, 3.06, 0.00, 0.00, 4.00, 308.80, 48.00
2021-10-23T19:00:00.000000Z, 2021-10-23T21:00:00.000000+02:00, 1635015600000, 0.00, 10.00, 2.50, 1.76, 0.74, 0.00, 0.00, 3.00, 80.80, 38.00
2021-10-23T19:15:00.000000Z, 2021-10-23T21:15:00.000000+02:00, 1635016500000, 0.00, 14.54, 0.00, 0.09, 0.37, 0.00, 0.00, 3.00, 26.80, 2.00
2021-10-23T19:30:00.000000Z, 2021-10-23T21:30:00.000000+02:00, 1635017400000, 0.00, 10.83, 3.06, 0.46, 0.65, 0.00, 0.00, 4.00, 28.20, 10.00
2021-10-23T19:45:00.000000Z, 2021-10-23T21:45:00.000000+02:00, 1635018300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T20:00:00.000000Z, 2021-10-23T22:00:00.000000+02:00, 1635019200000, 0.00, 14.81, 0.00, 0.00, 0.18, 0.00, 0.00, 4.00, 20.20, 0.00
2021-10-23T20:15:00.000000Z, 2021-10-23T22:15:00.000000+02:00, 1635020100000, 0.00, 13.33, 0.18, 0.65, 0.83, 0.00, 0.00, 2.00, 81.50, 14.00
2021-10-23T20:30:00.000000Z, 2021-10-23T22:30:00.000000+02:00, 1635021000000, 0.00, 12.24, 1.10, 1.10, 0.55, 0.00, 0.00, 0.00, 43.80, 24.00
2021-10-23T20:45:00.000000Z, 2021-10-23T22:45:00.000000+02:00, 1635021900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T21:00:00.000000Z, 2021-10-23T23:00:00.000000+02:00, 1635022800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T21:15:00.000000Z, 2021-10-23T23:15:00.000000+02:00, 1635023700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T21:30:00.000000Z, 2021-10-23T23:30:00.000000+02:00, 1635024600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T21:45:00.000000Z, 2021-10-23T23:45:00.000000+02:00, 1635025500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T22:00:00.000000Z, 2021-10-24T00:00:00.000000+02:00, 1635026400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T22:15:00.000000Z, 2021-10-24T00:15:00.000000+02:00, 1635027300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T22:30:00.000000Z, 2021-10-24T00:30:00.000000+02:00, 1635028200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T22:45:00.000000Z, 2021-10-24T00:45:00.000000+02:00, 1635029100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T23:00:00.000000Z, 2021-10-24T01:00:00.000000+02:00, 1635030000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T23:15:00.000000Z, 2021-10-24T01:15:00.000000+02:00, 1635030900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T23:30:00.000000Z, 2021-10-24T01:30:00.000000+02:00, 1635031800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-23T23:45:00.000000Z, 2021-10-24T01:45:00.000000+02:00, 1635032700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T00:00:00.000000Z, 2021-10-24T02:00:00.000000+02:00, 1635033600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T00:15:00.000000Z, 2021-10-24T02:15:00.000000+02:00, 1635034500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T00:30:00.000000Z, 2021-10-24T02:30:00.000000+02:00, 1635035400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T00:45:00.000000Z, 2021-10-24T02:45:00.000000+02:00, 1635036300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T01:00:00.000000Z, 2021-10-24T03:00:00.000000+02:00, 1635037200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T01:15:00.000000Z, 2021-10-24T03:15:00.000000+02:00, 1635038100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T01:30:00.000000Z, 2021-10-24T03:30:00.000000+02:00, 1635039000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T01:45:00.000000Z, 2021-10-24T03:45:00.000000+02:00, 1635039900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T02:00:00.000000Z, 2021-10-24T04:00:00.000000+02:00, 1635040800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T02:15:00.000000Z, 2021-10-24T04:15:00.000000+02:00, 1635041700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T02:30:00.000000Z, 2021-10-24T04:30:00.000000+02:00, 1635042600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T02:45:00.000000Z, 2021-10-24T04:45:00.000000+02:00, 1635043500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T03:00:00.000000Z, 2021-10-24T05:00:00.000000+02:00, 1635044400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T03:15:00.000000Z, 2021-10-24T05:15:00.000000+02:00, 1635045300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T03:30:00.000000Z, 2021-10-24T05:30:00.000000+02:00, 1635046200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T03:45:00.000000Z, 2021-10-24T05:45:00.000000+02:00, 1635047100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T04:00:00.000000Z, 2021-10-24T06:00:00.000000+02:00, 1635048000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T04:15:00.000000Z, 2021-10-24T06:15:00.000000+02:00, 1635048900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T04:30:00.000000Z, 2021-10-24T06:30:00.000000+02:00, 1635049800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T04:45:00.000000Z, 2021-10-24T06:45:00.000000+02:00, 1635050700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T05:00:00.000000Z, 2021-10-24T07:00:00.000000+02:00, 1635051600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T05:15:00.000000Z, 2021-10-24T07:15:00.000000+02:00, 1635052500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T05:30:00.000000Z, 2021-10-24T07:30:00.000000+02:00, 1635053400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T05:45:00.000000Z, 2021-10-24T07:45:00.000000+02:00, 1635054300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T06:00:00.000000Z, 2021-10-24T08:00:00.000000+02:00, 1635055200000, 0.00, 14.54, 0.00, 0.00, 0.46, 0.00, 0.00, 2.00, 51.10, 0.00
2021-10-24T06:15:00.000000Z, 2021-10-24T08:15:00.000000+02:00, 1635056100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T06:30:00.000000Z, 2021-10-24T08:30:00.000000+02:00, 1635057000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T06:45:00.000000Z, 2021-10-24T08:45:00.000000+02:00, 1635057900000, 0.00, 14.17, 0.00, 0.28, 0.55, 0.00, 0.00, 4.00, 62.00, 6.00
2021-10-24T07:00:00.000000Z, 2021-10-24T09:00:00.000000+02:00, 1635058800000, 0.00, 8.52, 1.94, 2.50, 2.04, 0.00, 0.00, 5.00, 178.10, 54.00
2021-10-24T07:15:00.000000Z, 2021-10-24T09:15:00.000000+02:00, 1635059700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T07:30:00.000000Z, 2021-10-24T09:30:00.000000+02:00, 1635060600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T07:45:00.000000Z, 2021-10-24T09:45:00.000000+02:00, 1635061500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T08:00:00.000000Z, 2021-10-24T10:00:00.000000+02:00, 1635062400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T08:15:00.000000Z, 2021-10-24T10:15:00.000000+02:00, 1635063300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T08:30:00.000000Z, 2021-10-24T10:30:00.000000+02:00, 1635064200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T08:45:00.000000Z, 2021-10-24T10:45:00.000000+02:00, 1635065100000, 0.00, 10.28, 0.93, 0.74, 3.06, 0.00, 0.00, 7.00, 285.80, 16.00
2021-10-24T09:00:00.000000Z, 2021-10-24T11:00:00.000000+02:00, 1635066000000, 0.00, 11.02, 0.74, 1.76, 1.48, 0.00, 0.00, 4.00, 143.20, 38.00
2021-10-24T09:15:00.000000Z, 2021-10-24T11:15:00.000000+02:00, 1635066900000, 0.00, 0.83, 3.15, 7.50, 3.52, 0.00, 0.00, 2.00, 277.60, 162.00
2021-10-24T09:30:00.000000Z, 2021-10-24T11:30:00.000000+02:00, 1635067800000, 0.00, 4.54, 4.72, 4.07, 1.67, 0.00, 0.00, 2.00, 135.50, 88.00
2021-10-24T09:45:00.000000Z, 2021-10-24T11:45:00.000000+02:00, 1635068700000, 0.00, 8.24, 1.30, 2.41, 3.06, 0.00, 0.00, 3.00, 274.60, 52.00
2021-10-24T10:00:00.000000Z, 2021-10-24T12:00:00.000000+02:00, 1635069600000, 0.00, 9.72, 1.57, 2.41, 1.30, 0.00, 0.00, 0.00, 118.10, 52.00
2021-10-24T10:15:00.000000Z, 2021-10-24T12:15:00.000000+02:00, 1635070500000, 0.00, 3.70, 1.94, 3.89, 5.18, 0.28, 0.00, 2.00, 506.00, 84.00
2021-10-24T10:30:00.000000Z, 2021-10-24T12:30:00.000000+02:00, 1635071400000, 0.00, 14.81, 0.00, 0.18, 0.00, 0.00, 0.00, 3.00, 0.00, 4.00
2021-10-24T10:45:00.000000Z, 2021-10-24T12:45:00.000000+02:00, 1635072300000, 0.00, 5.78, 0.56, 2.24, 6.43, 0.00, 0.00, 2.00, 628.70, 48.00
2021-10-24T11:00:00.000000Z, 2021-10-24T13:00:00.000000+02:00, 1635073200000, 0.00, 0.00, 2.13, 2.41, 10.46, 0.00, 0.00, 0.00, 1152.50, 52.00
2021-10-24T11:15:00.000000Z, 2021-10-24T13:15:00.000000+02:00, 1635074100000, 0.00, 1.68, 2.89, 1.30, 9.13, 0.00, 0.00, 0.00, 1062.20, 28.00
2021-10-24T11:30:00.000000Z, 2021-10-24T13:30:00.000000+02:00, 1635075000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T11:45:00.000000Z, 2021-10-24T13:45:00.000000+02:00, 1635075900000, 0.00, 7.22, 0.46, 2.41, 4.91, 0.00, 0.00, 2.00, 465.00, 52.00
2021-10-24T12:00:00.000000Z, 2021-10-24T14:00:00.000000+02:00, 1635076800000, 0.00, 11.37, 0.56, 1.30, 1.77, 0.00, 0.00, 1.00, 145.20, 28.00
2021-10-24T12:15:00.000000Z, 2021-10-24T14:15:00.000000+02:00, 1635077700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T12:30:00.000000Z, 2021-10-24T14:30:00.000000+02:00, 1635078600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T12:45:00.000000Z, 2021-10-24T14:45:00.000000+02:00, 1635079500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T13:00:00.000000Z, 2021-10-24T15:00:00.000000+02:00, 1635080400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T13:15:00.000000Z, 2021-10-24T15:15:00.000000+02:00, 1635081300000, 0.00, 14.91, 0.00, 0.00, 0.09, 0.00, 0.00, 6.00, 4.20, 0.00
2021-10-24T13:30:00.000000Z, 2021-10-24T15:30:00.000000+02:00, 1635082200000, 0.00, 13.98, 0.18, 0.56, 0.28, 0.00, 0.00, 5.00, 23.00, 12.00
2021-10-24T13:45:00.000000Z, 2021-10-24T15:45:00.000000+02:00, 1635083100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T14:00:00.000000Z, 2021-10-24T16:00:00.000000+02:00, 1635084000000, 0.00, 14.08, 0.00, 0.00, 0.92, 0.00, 0.00, 2.00, 75.60, 0.00
2021-10-24T14:15:00.000000Z, 2021-10-24T16:15:00.000000+02:00, 1635084900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T14:30:00.000000Z, 2021-10-24T16:30:00.000000+02:00, 1635085800000, 0.00, 14.81, 0.00, 0.09, 0.09, 0.00, 0.00, 1.00, 6.90, 2.00
2021-10-24T14:45:00.000000Z, 2021-10-24T16:45:00.000000+02:00, 1635086700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T15:00:00.000000Z, 2021-10-24T17:00:00.000000+02:00, 1635087600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T15:15:00.000000Z, 2021-10-24T17:15:00.000000+02:00, 1635088500000, 0.00, 13.70, 0.09, 0.28, 0.93, 0.00, 0.00, 2.00, 97.90, 6.00
2021-10-24T15:30:00.000000Z, 2021-10-24T17:30:00.000000+02:00, 1635089400000, 0.00, 14.63, 0.00, 0.00, 0.37, 0.00, 0.00, 2.00, 24.30, 0.00
2021-10-24T15:45:00.000000Z, 2021-10-24T17:45:00.000000+02:00, 1635090300000, 0.00, 14.72, 0.00, 0.00, 0.28, 0.00, 0.00, 1.00, 9.50, 0.00
2021-10-24T16:00:00.000000Z, 2021-10-24T18:00:00.000000+02:00, 1635091200000, 0.00, 13.34, 0.00, 0.55, 1.10, 0.00, 0.00, 2.00, 112.30, 12.00
2021-10-24T16:15:00.000000Z, 2021-10-24T18:15:00.000000+02:00, 1635092100000, 0.00, 13.52, 0.09, 0.18, 1.20, 0.00, 0.00, 1.00, 125.50, 4.00
2021-10-24T16:30:00.000000Z, 2021-10-24T18:30:00.000000+02:00, 1635093000000, 0.00, 6.72, 2.76, 2.39, 3.04, 0.09, 0.00, 2.00, 259.30, 52.00
2021-10-24T16:45:00.000000Z, 2021-10-24T18:45:00.000000+02:00, 1635093900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T17:00:00.000000Z, 2021-10-24T19:00:00.000000+02:00, 1635094800000, 0.00, 1.57, 1.76, 3.33, 7.96, 0.37, 0.00, 2.00, 875.30, 72.00
2021-10-24T17:15:00.000000Z, 2021-10-24T19:15:00.000000+02:00, 1635095700000, 0.00, 0.00, 0.09, 0.09, 14.81, 0.00, 0.00, 0.00, 1903.00, 2.00
2021-10-24T17:30:00.000000Z, 2021-10-24T19:30:00.000000+02:00, 1635096600000, 0.00, 0.28, 0.09, 0.09, 13.88, 0.65, 0.00, 1.00, 1608.80, 2.00
2021-10-24T17:45:00.000000Z, 2021-10-24T19:45:00.000000+02:00, 1635097500000, 0.00, 0.37, 0.28, 1.11, 12.31, 0.93, 0.00, 0.00, 1478.50, 24.00
2021-10-24T18:00:00.000000Z, 2021-10-24T20:00:00.000000+02:00, 1635098400000, 0.00, 13.62, 0.00, 0.09, 1.29, 0.00, 0.00, 3.00, 98.20, 2.00
2021-10-24T18:15:00.000000Z, 2021-10-24T20:15:00.000000+02:00, 1635099300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T18:30:00.000000Z, 2021-10-24T20:30:00.000000+02:00, 1635100200000, 0.00, 9.17, 0.65, 2.87, 2.31, 0.00, 0.00, 3.00, 186.30, 62.00
2021-10-24T18:45:00.000000Z, 2021-10-24T20:45:00.000000+02:00, 1635101100000, 0.00, 13.25, 0.46, 0.37, 0.92, 0.00, 0.00, 9.00, 46.10, 8.00
2021-10-24T19:00:00.000000Z, 2021-10-24T21:00:00.000000+02:00, 1635102000000, 0.00, 6.76, 3.52, 1.57, 3.06, 0.09, 0.00, 2.00, 280.50, 34.00
2021-10-24T19:15:00.000000Z, 2021-10-24T21:15:00.000000+02:00, 1635102900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00, 0.00
2021-10-24T19:30:00.000000Z, 2021-10-24T21:30:00.000000+02:00, 1635103800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T19:45:00.000000Z, 2021-10-24T21:45:00.000000+02:00, 1635104700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T20:00:00.000000Z, 2021-10-24T22:00:00.000000+02:00, 1635105600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T20:15:00.000000Z, 2021-10-24T22:15:00.000000+02:00, 1635106500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T20:30:00.000000Z, 2021-10-24T22:30:00.000000+02:00, 1635107400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T20:45:00.000000Z, 2021-10-24T22:45:00.000000+02:00, 1635108300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T21:00:00.000000Z, 2021-10-24T23:00:00.000000+02:00, 1635109200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T21:15:00.000000Z, 2021-10-24T23:15:00.000000+02:00, 1635110100000, 0.00, 14.81, 0.00, 0.00, 0.18, 0.00, 0.00, 2.00, 0.00, 0.00
2021-10-24T21:30:00.000000Z, 2021-10-24T23:30:00.000000+02:00, 1635111000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T21:45:00.000000Z, 2021-10-24T23:45:00.000000+02:00, 1635111900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T22:00:00.000000Z, 2021-10-25T00:00:00.000000+02:00, 1635112800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T22:15:00.000000Z, 2021-10-25T00:15:00.000000+02:00, 1635113700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T22:30:00.000000Z, 2021-10-25T00:30:00.000000+02:00, 1635114600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T22:45:00.000000Z, 2021-10-25T00:45:00.000000+02:00, 1635115500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T23:00:00.000000Z, 2021-10-25T01:00:00.000000+02:00, 1635116400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T23:15:00.000000Z, 2021-10-25T01:15:00.000000+02:00, 1635117300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T23:30:00.000000Z, 2021-10-25T01:30:00.000000+02:00, 1635118200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-24T23:45:00.000000Z, 2021-10-25T01:45:00.000000+02:00, 1635119100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T00:00:00.000000Z, 2021-10-25T02:00:00.000000+02:00, 1635120000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T00:15:00.000000Z, 2021-10-25T02:15:00.000000+02:00, 1635120900000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T00:30:00.000000Z, 2021-10-25T02:30:00.000000+02:00, 1635121800000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T00:45:00.000000Z, 2021-10-25T02:45:00.000000+02:00, 1635122700000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T01:00:00.000000Z, 2021-10-25T03:00:00.000000+02:00, 1635123600000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T01:15:00.000000Z, 2021-10-25T03:15:00.000000+02:00, 1635124500000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2021-10-25T01:30:00.000000Z, 2021-10-25T03:30:00.000000+02:00, 1635125400000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T01:45:00.000000Z, 2021-10-25T03:45:00.000000+02:00, 1635126300000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T02:00:00.000000Z, 2021-10-25T04:00:00.000000+02:00, 1635127200000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T02:15:00.000000Z, 2021-10-25T04:15:00.000000+02:00, 1635128100000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2021-10-25T02:30:00.000000Z, 2021-10-25T04:30:00.000000+02:00, 1635129000000, 0.00, 15.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
